DateTime,City,district,PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AQI,TEMP,PRES,DEWP,RAIN,wd,WSPM,Predominan _Parameter
2024-11-13 18:00:00,TPHCM,Q11,348.0,230.0,107.0,12.5,11.0,62.0,8.0,348,29.0,1006.0,25.0,0.0,260.0,5.4,PM2.5
2024-11-13 19:00:00,TPHCM,Q11,320.0,235.0,83.0,9.0,8.0,56.0,29.0,320,31.0,1007.0,25.0,0.0,160.0,16.6,PM2.5
2024-11-13 20:00:00,TPHCM,Q2,324.0,209.0,51.0,13.0,11.0,62.0,20.0,324,30.0,1007.1,25.0,0.0,153.0,16.0,PM2.5
2024-11-13 21:00:00,TPHCM,Q4,290.0,145.0,59.0,10.0,11.0,52.0,21.0,290,27.0,1008.0,25.0,0.0,10.0,11.2,PM2.5
2024-11-13 22:00:00,TPHCM,Q4,342.0,229.0,21.0,11.0,18.0,47.0,15.0,342,27.0,1009.0,26.0,0.0,300.0,7.6,PM2.5
2024-11-13 23:00:00,TPHCM,Tân Bình,357.0,252.0,28.0,13.0,12.0,93.0,7.0,357,27.1,1010.1,25.9,0.0,270.0,3.6,PM2.5
2024-11-14 00:00:00,TPHCM,Q5,217.0,115.0,36.0,6.0,12.0,61.0,12.0,217,27.0,1010.0,27.0,0.0,290.0,5.4,PM2.5
2024-11-14 01:00:00,TPHCM,Q6,294.0,174.0,57.0,9.0,28.0,88.0,63.0,294,27.0,1010.0,26.0,0.0,40.0,5.4,PM2.5
2024-11-14 02:00:00,TPHCM,Tân Phú,277.0,147.0,43.0,9.0,14.0,46.0,8.0,277,27.1,1010.0,24.9,0.0,90.0,4.3,PM2.5
2024-11-14 03:00:00,TPHCM,Q1,188.0,127.0,5.0,13.0,16.5,72.0,32.0,188,27.0,1009.0,26.0,0.0,30.0,3.6,PM2.5
2024-11-14 04:00:00,TPHCM,Q10,297.0,168.0,52.0,17.0,19.0,65.0,16.0,297,28.0,1009.0,26.0,0.0,139.7,3.6,PM2.5
2024-11-14 05:00:00,TPHCM,Q4,225.0,131.0,69.0,11.0,12.5,3.0,10.0,225,27.0,1009.0,25.8,0.0,20.0,3.3,PM2.5
2024-11-14 06:00:00,TPHCM,Q4,270.0,143.0,27.0,5.0,6.0,71.0,24.0,270,27.0,1009.0,26.0,0.0,121.0,3.6,PM2.5
2024-11-14 07:00:00,TPHCM,Q7,265.5,161.0,46.0,5.5,10.5,46.0,4.0,306,28.0,1009.0,26.0,0.0,110.0,9.4,
2024-11-14 08:00:00,TPHCM,Q1,261.0,179.0,65.0,6.0,15.0,54.0,12.0,261,28.0,1009.1,26.0,0.0,117.0,9.2,PM2.5
2024-11-14 09:00:00,TPHCM,Q6,219.5,160.0,63.0,7.0,10.5,44.0,9.0,306,29.0,1010.0,26.0,0.0,100.0,13.0,
2024-11-14 10:00:00,TPHCM,Phú Nhuận,178.0,141.0,61.0,8.0,6.0,43.0,8.0,178,30.0,1010.0,26.0,0.0,100.0,13.0,PM2.5
2024-11-14 11:00:00,TPHCM,Q2,243.0,122.0,59.0,3.0,8.0,86.0,7.0,243,31.1,1010.0,26.0,0.0,101.0,12.8,PM2.5
2024-11-14 12:00:00,TPHCM,Phú Nhuận,291.0,165.0,205.0,21.0,16.5,71.0,5.0,291,32.0,1009.0,26.0,0.0,90.0,11.2,PM2.5
2024-11-14 13:00:00,TPHCM,Q6,238.0,140.0,90.0,14.0,25.0,54.0,30.0,238,33.0,1009.0,26.0,0.0,110.0,9.4,PM2.5
2024-11-14 14:00:00,TPHCM,Bình Tân,209.0,143.0,34.0,14.5,22.5,84.0,17.0,209,34.0,1008.1,25.1,0.0,151.0,12.8,PM2.5
2024-11-14 15:00:00,TPHCM,Bình Thạnh,234.33333333333334,150.33333333333334,37.0,15.0,20.0,52.0,12.0,306,35.0,1007.0,26.0,0.0,140.0,16.6,
2024-11-14 16:00:00,TPHCM,Phú Nhuận ,259.6666666666667,157.66666666666666,40.0,15.5,17.5,98.0,2.0,306,34.0,1006.0,25.0,0.0,170.0,24.1,
2024-11-14 17:00:00,TPHCM,Bình Thạnh,285.0,165.0,43.0,16.0,15.0,79.0,15.0,285,33.0,1006.1,24.0,0.0,164.0,23.2,PM2.5
2024-11-14 18:00:00,TPHCM,Bình Thạnh,270.0,148.0,49.0,13.0,15.0,51.0,28.0,270,32.0,1006.0,24.0,0.0,160.0,22.3,PM2.5
2024-11-14 19:00:00,TPHCM,Tân Phú,232.0,131.0,47.0,10.0,7.0,39.0,18.0,232,31.0,1008.0,25.0,0.0,160.0,18.4,PM2.5
2024-11-14 20:00:00,TPHCM,Q5,244.0,138.0,52.0,12.0,13.0,40.0,18.0,244,30.9,1009.0,25.0,7.1,140.0,14.1,PM2.5
2024-11-14 21:00:00,TPHCM,Q2,280.0,153.0,48.0,17.0,19.0,48.0,7.0,280,30.0,1009.0,26.0,0.0,140.0,9.4,PM2.5
2024-11-14 22:00:00,TPHCM,Q9,269.0,149.5,50.0,13.5,20.0,54.0,16.0,306,30.0,1010.0,26.0,0.0,150.0,7.6,
2024-11-14 23:00:00,TPHCM,Q4,258.0,146.0,52.0,10.0,21.0,67.0,10.0,258,29.9,1011.0,26.0,0.0,90.0,11.7,PM2.5
2024-11-15 00:00:00,TPHCM,Tân Phú,238.0,145.0,23.0,18.0,5.0,48.0,6.0,238,28.0,1011.0,24.0,0.0,340.0,7.6,PM2.5
2024-11-15 01:00:00,TPHCM,Phú Nhuận,247.0,141.0,68.0,9.0,23.0,67.0,8.0,247,27.0,1010.0,25.0,0.0,50.0,5.4,PM2.5
2024-11-15 02:00:00,TPHCM,Phú Nhuận,252.0,133.0,51.0,13.0,17.0,49.0,10.0,252,27.2,1009.1,25.1,0.0,20.0,4.9,PM2.5
2024-11-15 03:00:00,TPHCM,Tân Bình,161.0,118.0,55.0,9.0,17.0,38.0,21.0,161,27.0,1009.0,25.0,0.0,30.0,7.6,PM2.5
2024-11-15 04:00:00,TPHCM,Q5,143.0,134.0,69.0,5.0,17.0,46.0,24.0,143,26.0,1008.0,24.0,0.0,30.0,5.4,PM2.5
2024-11-15 05:00:00,TPHCM,Phú Nhuận,290.0,144.66666666666666,29.0,15.0,6.0,56.0,8.0,290,26.1,1008.1,24.1,0.0,40.0,6.9,PM2.5
2024-11-15 06:00:00,TPHCM,Q9,303.0,155.33333333333334,103.0,10.5,18.0,67.0,3.0,303,26.0,1008.0,24.0,0.0,40.0,3.6,PM2.5
2024-11-15 07:00:00,TPHCM,Q10,244.0,166.0,55.0,6.0,6.0,51.0,17.0,244,26.0,1009.0,25.0,0.0,10.0,5.4,PM2.5
2024-11-15 08:00:00,TPHCM,Q2,294.0,177.0,45.0,12.0,13.0,71.0,25.0,294,27.1,1010.0,25.0,0.0,20.0,4.9,PM2.5
2024-11-15 09:00:00,TPHCM,Tân Phú,222.0,114.0,54.0,10.0,11.0,52.0,16.0,222,30.0,1010.0,25.0,0.0,30.0,7.6,PM2.5
2024-11-15 10:00:00,TPHCM,Tân Phú,294.0,163.0,15.0,10.0,30.0,58.0,17.0,294,32.0,1011.0,26.0,0.0,70.0,11.2,PM2.5
2024-11-15 11:00:00,TPHCM,Tân Bình,316.0,193.0,25.0,13.0,11.0,97.0,10.0,316,32.9,1010.1,24.0,0.0,86.0,10.5,PM2.5
2024-11-15 12:00:00,TPHCM,Q8,221.0,116.0,37.0,6.0,12.0,61.0,13.0,221,34.0,1010.0,23.0,0.0,130.0,16.6,PM2.5
2024-11-15 13:00:00,TPHCM,Bình Tân,296.0,173.0,56.0,9.0,27.0,92.0,65.0,296,35.0,1009.0,23.0,0.0,90.0,11.2,PM2.5
2024-11-15 14:00:00,TPHCM,Q3,281.0,147.0,45.0,9.0,14.0,51.0,9.0,281,34.8,1008.1,23.2,0.0,127.0,14.1,PM2.5
2024-11-15 15:00:00,TPHCM,Q11,193.0,128.0,5.0,13.0,16.0,71.0,34.0,193,34.0,1007.0,25.0,0.0,180.0,11.2,PM2.5
2024-11-15 16:00:00,TPHCM,Bình Thạnh,298.0,167.0,53.0,17.0,18.0,68.0,19.0,298,27.0,1008.0,25.0,0.0,50.0,29.5,PM2.5
2024-11-15 17:00:00,TPHCM,Q1,226.0,130.0,65.0,11.0,12.0,3.0,10.0,226,26.5,1007.1,24.9,0.0,251.0,9.2,PM2.5
2024-11-15 18:00:00,TPHCM,Q3,271.0,141.0,28.0,5.0,6.0,75.0,30.0,271,29.0,1007.0,26.0,0.0,200.0,9.4,PM2.5
2024-11-15 19:00:00,TPHCM,Q3,265.5,157.5,46.5,5.5,10.5,44.0,4.0,306,30.0,1008.0,27.0,0.0,180.0,13.0,
2024-11-15 20:00:00,TPHCM,Q7,260.0,174.0,65.0,6.0,15.0,58.0,14.0,260,30.0,1009.1,26.0,1.7,170.0,11.7,PM2.5
2024-11-15 21:00:00,TPHCM,Tân Bình,221.0,157.0,64.0,7.0,10.5,51.0,11.0,306,30.0,1009.0,26.0,0.0,140.0,11.2,
2024-11-15 22:00:00,TPHCM,Tân Phú,182.0,140.0,63.0,8.0,6.0,48.0,9.0,182,30.0,1010.0,26.0,0.0,110.0,7.6,PM2.5
2024-11-15 23:00:00,TPHCM,Q1,249.0,123.0,60.0,3.0,7.0,91.0,7.0,249,28.1,1010.1,27.0,0.0,40.0,4.9,PM2.5
2024-11-16 00:00:00,TPHCM,Q5,289.0,162.0,205.0,22.0,16.0,74.0,5.0,289,28.0,1010.0,27.0,0.0,20.0,9.4,PM2.5
2024-11-16 01:00:00,TPHCM,Q8,242.0,140.0,91.0,14.0,25.0,56.0,31.0,242,28.0,1010.0,27.0,0.0,360.0,9.4,PM2.5
2024-11-16 02:00:00,TPHCM,Q11,222.0,140.0,34.0,14.5,22.5,86.0,17.0,222,28.0,1009.1,26.0,0.0,98.9,3.3,PM2.5
2024-11-16 03:00:00,TPHCM,Q4,242.66666666666666,147.66666666666666,37.333333333333336,15.0,20.0,52.0,12.0,306,27.0,1009.0,26.0,0.0,40.0,3.6,
2024-11-16 04:00:00,TPHCM,Q4,263.3333333333333,155.33333333333334,40.666666666666664,15.5,17.5,101.0,3.0,306,27.0,1008.0,26.0,0.0,40.0,3.6,
2024-11-16 05:00:00,TPHCM,Q10,284.0,163.0,44.0,16.0,15.0,84.0,12.0,284,27.1,1009.0,26.0,0.0,20.0,4.9,PM2.5
2024-11-16 06:00:00,TPHCM,Q10,265.0,145.0,50.0,13.0,14.0,51.0,21.0,265,26.0,1009.0,26.0,0.0,10.0,7.6,PM2.5
2024-11-16 07:00:00,TPHCM,Q7,227.0,127.0,49.0,10.0,7.0,39.0,20.0,227,26.0,1009.0,25.0,0.0,30.0,7.6,PM2.5
2024-11-16 08:00:00,TPHCM,Q8,242.0,138.0,52.0,12.0,13.0,40.0,21.0,242,28.0,1009.0,26.0,0.0,40.0,5.4,PM2.5
2024-11-16 09:00:00,TPHCM,Q3,281.0,152.0,49.0,17.0,19.0,49.0,9.0,281,30.0,1010.0,26.0,0.0,80.0,7.6,PM2.5
2024-11-16 10:00:00,TPHCM,Phú Nhuận,272.0,149.5,50.0,13.5,20.0,53.0,18.0,306,32.0,1010.0,26.0,0.0,90.0,13.0,
2024-11-16 11:00:00,TPHCM,Q10,263.0,147.0,51.0,10.0,21.0,67.0,13.0,263,33.0,1010.0,25.0,0.0,90.0,13.0,PM2.5
2024-11-16 12:00:00,TPHCM,Q11,241.0,145.0,23.0,18.0,5.0,50.0,5.0,241,33.0,1009.0,25.0,0.0,100.0,11.2,PM2.5
2024-11-16 13:00:00,TPHCM,Q9,252.0,142.0,70.0,9.0,23.0,73.0,7.0,252,34.0,1008.0,25.0,0.0,120.0,11.2,PM2.5
2024-11-16 14:00:00,TPHCM,Bình Thạnh,253.0,132.0,52.0,13.0,17.0,52.0,10.0,253,35.0,1007.0,24.0,0.0,100.0,9.4,PM2.5
2024-11-16 15:00:00,TPHCM,Q5,164.0,119.0,56.0,9.0,17.0,39.0,19.0,164,35.0,1006.0,25.0,0.0,170.0,18.4,PM2.5
2024-11-16 16:00:00,TPHCM,Phú Nhuận,144.0,134.0,69.0,5.0,17.0,48.0,24.0,144,33.0,1006.0,25.0,0.0,160.0,20.5,PM2.5
2024-11-16 17:00:00,TPHCM,Bình Tân,291.0,144.66666666666666,30.0,15.0,6.0,60.0,10.0,291,32.0,1006.0,26.0,0.0,160.0,18.4,PM2.5
2024-11-16 18:00:00,TPHCM,Q9,303.0,155.33333333333334,102.0,10.5,17.0,66.0,4.0,303,29.0,1006.0,26.0,0.0,80.0,7.6,PM2.5
2024-11-16 19:00:00,TPHCM,Bình Thạnh,246.0,166.0,55.0,6.0,6.0,52.0,18.0,246,31.0,1007.0,26.0,0.0,160.0,16.6,PM2.5
2024-11-16 20:00:00,TPHCM,Q9,293.0,176.0,46.0,12.0,14.0,76.0,28.0,293,30.0,1007.0,26.0,0.1,170.0,13.0,PM2.5
2024-11-16 21:00:00,TPHCM,Q5,228.0,115.0,53.0,10.0,11.0,53.0,21.0,228,30.0,1008.0,26.0,0.0,130.0,11.2,PM2.5
2024-11-16 22:00:00,TPHCM,Q3,296.0,163.0,15.0,10.0,30.0,63.0,18.0,296,30.0,1008.0,26.0,0.0,110.0,11.2,PM2.5
2024-11-16 23:00:00,TPHCM,Q2,318.0,193.0,25.0,13.0,11.0,101.0,10.0,318,30.0,1008.0,26.0,0.0,130.0,13.0,PM2.5
2024-11-17 00:00:00,TPHCM,Q2,132.0,118.0,18.0,7.0,43.0,55.0,24.0,132,30.0,1009.0,26.0,0.0,110.0,9.4,PM2.5
2024-11-17 01:00:00,TPHCM,Q3,66.0,76.0,23.0,1.0,5.0,33.0,32.0,76,30.0,1009.0,26.0,0.0,140.0,5.4,PM10
2024-11-17 02:00:00,TPHCM,Tân Bình,345.0,194.0,30.0,2.0,54.0,79.0,5.0,345,30.0,1009.0,26.0,0.0,120.0,5.4,PM2.5
2024-11-17 03:00:00,TPHCM,Q7,232.0,193.0,46.0,9.0,14.0,87.0,9.0,232,29.0,1009.0,27.0,0.0,350.0,7.6,PM2.5
2024-11-17 04:00:00,TPHCM,Q6,120.0,113.0,22.0,6.666666666666666,57.0,36.0,24.0,120,27.0,1009.0,27.0,0.1,20.0,5.4,PM2.5
2024-11-17 05:00:00,TPHCM,Q6,192.5,137.5,26.5,4.333333333333333,72.5,50.0,14.5,178,27.0,1008.0,27.0,0.5,40.0,3.6,
2024-11-17 06:00:00,TPHCM,Tân Bình,265.0,162.0,31.0,2.0,88.0,64.0,5.0,265,27.0,1009.0,26.0,0.3,50.0,5.4,PM2.5
2024-11-17 07:00:00,TPHCM,Q11,143.0,155.0,80.0,16.0,10.0,30.0,20.0,155,26.0,1009.0,26.0,0.0,20.0,7.6,PM10
2024-11-17 08:00:00,TPHCM,Q1,69.0,86.0,16.0,11.333333333333332,43.0,39.0,24.0,86,28.0,1010.0,26.0,0.0,30.0,7.6,PM10
2024-11-17 09:00:00,TPHCM,Q2,165.0,140.0,21.5,6.666666666666666,67.5,7.0,48.0,178,29.0,1010.0,26.0,0.0,30.0,9.4,
2024-11-17 10:00:00,TPHCM,Q1,261.0,194.0,27.0,2.0,92.0,83.0,5.0,261,31.0,1011.0,26.0,0.0,60.0,13.0,PM2.5
2024-11-17 11:00:00,TPHCM,Q4,81.0,105.0,67.0,14.0,11.0,28.0,14.0,105,32.0,1010.0,25.0,0.0,110.0,16.6,PM10
2024-11-17 12:00:00,TPHCM,Q6,71.0,90.0,17.0,11.0,47.0,37.0,24.0,90,31.0,1010.0,25.0,0.0,180.0,20.5,PM10
2024-11-17 13:00:00,TPHCM,Bình Thạnh,133.33333333333334,124.0,19.333333333333332,8.0,60.33333333333333,27.0,52.0,178,33.0,1009.0,25.0,0.0,130.0,11.2,
2024-11-17 14:00:00,TPHCM,Q8,195.66666666666669,158.0,21.666666666666668,5.0,73.66666666666666,18.0,50.0,178,33.0,1009.0,25.0,0.0,120.0,16.6,
2024-11-17 15:00:00,TPHCM,Bình Tân,258.0,192.0,24.0,2.0,87.0,65.0,5.0,258,33.0,1007.0,25.0,0.1,120.0,25.9,PM2.5
2024-11-17 16:00:00,TPHCM,Q10,85.0,106.0,67.0,14.0,12.0,34.0,20.0,106,33.0,1007.0,25.0,0.0,120.0,22.3,PM10
2024-11-17 17:00:00,TPHCM,Q6,83.0,103.0,21.0,11.0,48.0,65.0,24.0,103,32.0,1006.0,25.0,0.0,120.0,20.5,PM10
2024-11-17 18:00:00,TPHCM,Q7,143.66666666666666,137.0,23.333333333333332,8.0,56.33333333333333,88.0,21.0,178,31.0,1006.0,25.0,0.0,90.0,18.4,
2024-11-17 19:00:00,TPHCM,Q7,204.33333333333331,171.0,25.666666666666668,5.0,64.66666666666666,30.0,28.0,178,30.0,1006.0,25.0,0.0,120.0,16.6,
2024-11-17 20:00:00,TPHCM,Q1,265.0,205.0,28.0,2.0,73.0,67.0,5.0,265,30.0,1007.0,25.0,0.1,90.0,16.6,PM2.5
2024-11-17 21:00:00,TPHCM,Q4,118.0,147.0,76.0,16.0,12.0,65.0,12.0,147,29.0,1008.0,26.0,0.0,80.0,7.6,PM10
2024-11-17 22:00:00,TPHCM,Q6,89.0,107.0,22.0,12.5,48.0,69.0,24.0,107,29.0,1009.0,26.0,0.1,90.0,14.8,PM10
2024-11-17 23:00:00,TPHCM,Q11,147.0,139.0,23.666666666666668,9.0,56.0,83.0,21.0,178,29.0,1009.0,26.0,0.0,140.0,9.4,
2024-11-18 00:00:00,TPHCM,Q8,205.0,171.0,25.333333333333332,5.5,64.0,33.0,23.0,178,29.0,1010.0,23.0,0.0,140.0,9.4,
2024-11-18 01:00:00,TPHCM,Bình Tân,263.0,203.0,27.0,2.0,72.0,71.0,5.0,263,29.0,1009.0,24.0,0.0,130.0,9.4,PM2.5
2024-11-18 02:00:00,TPHCM,Bình Tân,128.0,153.0,79.0,16.0,12.0,71.0,8.0,153,29.0,1009.0,24.0,0.0,130.0,9.4,PM10
2024-11-18 03:00:00,TPHCM,Q1,133.0,144.0,30.0,18.5,64.0,40.0,24.0,144,29.0,1008.0,24.0,0.0,150.0,5.4,PM10
2024-11-18 04:00:00,TPHCM,Q2,172.0,136.0,15.0,21.0,53.0,40.0,41.0,172,28.0,1008.0,24.0,0.0,120.0,7.6,PM2.5
2024-11-18 05:00:00,TPHCM,Q2,226.5,165.5,25.0,11.5,49.5,66.0,23.0,178,28.0,1008.0,25.0,0.0,140.0,5.4,
2024-11-18 06:00:00,TPHCM,Q9,281.0,195.0,35.0,2.0,46.0,92.0,5.0,281,28.0,1008.0,25.0,0.0,140.0,9.4,PM2.5
2024-11-18 07:00:00,TPHCM,Q2,162.0,175.0,107.0,20.0,20.0,47.0,9.0,175,28.0,1009.0,25.0,0.0,80.0,9.4,PM10
2024-11-18 08:00:00,TPHCM,Phú Nhuận,135.0,145.0,30.0,20.5,66.0,41.0,24.0,145,28.0,1010.0,25.0,0.0,70.0,13.0,PM10
2024-11-18 09:00:00,TPHCM,Q4,169.0,135.0,15.0,21.0,52.0,38.0,48.0,169,30.0,1010.0,25.0,0.0,90.0,11.2,PM2.5
2024-11-18 10:00:00,TPHCM,Q5,225.5,164.5,25.5,11.5,49.0,63.0,26.5,178,31.0,1010.0,24.0,0.0,90.0,11.2,
2024-11-18 11:00:00,TPHCM,Bình Tân,282.0,194.0,36.0,2.0,46.0,88.0,5.0,282,33.0,1010.0,23.0,0.0,80.0,13.0,PM2.5
2024-11-18 12:00:00,TPHCM,Q11,168.0,177.0,109.0,21.0,23.0,43.0,11.0,177,34.0,1009.0,24.0,0.0,90.0,13.0,PM10
2024-11-18 13:00:00,TPHCM,Q8,259.0,171.0,92.0,12.0,30.0,42.0,85.0,259,36.4,1008.0,21.3,0.4,93.3,5.0,PM2.5
2024-11-18 14:00:00,TPHCM,Tân Phú,223.0,119.0,95.0,17.0,20.0,53.0,26.0,223,34.7,1007.0,21.4,0.3,133.5,9.0,PM2.5
2024-11-18 15:00:00,TPHCM,Q1,289.0,274.0,139.0,21.0,8.0,65.0,7.0,289,33.4,1006.0,22.2,0.2,149.1,13.0,PM2.5
2024-11-18 16:00:00,TPHCM,Q2,262.0,145.0,53.0,3.0,30.0,68.0,70.0,262,33.2,1006.0,22.6,0.0,166.5,13.0,PM2.5
2024-11-18 17:00:00,TPHCM,Q9,282.0,141.33333333333334,49.666666666666664,6.0,45.0,76.0,43.0,189,32.9,1006.0,22.6,0.1,162.8,15.5,
2024-11-18 18:00:00,TPHCM,Bình Tân,302.0,137.66666666666666,46.333333333333336,9.0,60.0,65.0,33.0,302,32.5,1006.0,22.7,0.1,155.4,16.9,PM2.5
2024-11-18 19:00:00,TPHCM,Phú Nhuận,152.0,134.0,43.0,12.0,17.0,53.0,28.0,152,30.9,1006.0,23.0,0.0,151.1,17.3,PM2.5
2024-11-18 20:00:00,TPHCM,Q7,261.0,210.0,32.0,12.333333333333334,10.5,100.0,38.0,261,29.7,1007.0,23.8,0.0,148.3,15.8,PM2.5
2024-11-18 21:00:00,TPHCM,Tân Phú,316.0,170.0,72.0,12.666666666666666,4.0,72.0,11.0,316,29.4,1008.0,24.0,0.0,134.5,15.1,PM2.5
2024-11-18 22:00:00,TPHCM,Phú Nhuận,224.0,130.0,69.0,13.0,21.0,59.0,15.0,224,29.3,1009.0,24.0,0.0,129.3,14.8,PM2.5
2024-11-18 23:00:00,TPHCM,Tân Phú,240.0,132.0,9.0,5.0,9.0,46.0,41.0,240,29.0,1009.0,24.0,0.0,129.5,13.3,PM2.5
2024-11-19 00:00:00,TPHCM,Q7,153.0,134.0,61.0,18.0,7.0,41.0,16.0,153,28.8,1009.0,24.1,0.0,131.3,12.2,PM2.5
2024-11-19 01:00:00,TPHCM,Bình Thạnh,178.5,147.0,56.0,22.0,26.0,39.5,20.0,189,30.0,1009.0,22.0,0.0,130.0,13.0,
2024-11-19 02:00:00,TPHCM,Q8,204.0,160.0,51.0,26.0,45.0,38.0,24.0,204,29.0,1009.5,24.0,0.0,140.0,10.8,PM2.5
2024-11-19 03:00:00,TPHCM,Q8,216.0,145.0,40.0,4.0,25.0,35.0,41.0,216,29.0,1008.0,23.0,0.0,150.0,13.0,PM2.5
2024-11-19 04:00:00,TPHCM,Bình Thạnh,183.0,142.0,30.0,19.0,13.0,67.0,34.0,183,29.0,1008.0,23.0,0.0,130.0,16.6,PM2.5
2024-11-19 05:00:00,TPHCM,Q11,210.5,126.5,18.5,14.0,10.5,69.0,45.0,189,28.6,1009.0,24.8,0.0,140.0,14.4,
2024-11-19 06:00:00,TPHCM,Q10,238.0,111.0,7.0,9.0,8.0,34.0,14.0,238,29.0,1009.0,23.0,0.0,130.0,14.8,PM2.5
2024-11-19 07:00:00,TPHCM,Q3,276.0,181.0,16.0,34.0,4.0,69.0,9.0,276,29.0,1009.0,24.0,0.0,120.0,14.8,PM2.5
2024-11-19 08:00:00,TPHCM,Phú Nhuận,72.0,240.5,29.0,28.6,23.0,76.0,26.0,76,29.0,1011.1,25.1,0.0,120.0,0.0,CO
2024-11-19 09:00:00,TPHCM,Tân Bình,303.0,300.0,84.0,23.2,45.0,27.0,49.0,303,29.0,1011.0,23.0,0.0,80.0,14.8,PM2.5
2024-11-19 10:00:00,TPHCM,Q9,179.0,274.6666666666667,10.0,17.8,9.0,58.0,35.0,179,31.0,1011.0,22.0,0.0,80.0,9.4,PM2.5
2024-11-19 11:00:00,TPHCM,Tân Bình,144.5,249.33333333333331,24.5,12.399999999999999,20.5,27.0,46.0,189,31.6,1011.6,23.8,0.0,90.0,10.8,
2024-11-19 12:00:00,TPHCM,Q6,110.0,224.0,39.0,7.0,32.0,128.0,7.0,224,33.0,1011.0,23.0,0.0,100.0,14.8,PM10
2024-11-19 13:00:00,TPHCM,Q10,195.0,141.0,40.0,8.0,21.0,33.0,41.0,195,34.0,1010.0,23.0,0.0,100.0,13.0,PM2.5
2024-11-19 14:00:00,TPHCM,Q7,203.0,150.0,62.0,10.0,6.0,24.0,158.0,203,34.5,1008.6,22.8,0.0,160.0,10.8,PM2.5
2024-11-19 15:00:00,TPHCM,Tân Phú,167.0,106.0,69.0,7.0,13.0,65.0,27.0,167,35.0,1007.0,22.0,3.5,90.0,11.2,PM2.5
2024-11-19 16:00:00,TPHCM,Q3,221.5,125.0,54.0,5.5,16.5,1.0,16.0,189,35.0,1006.0,23.0,0.7,20.0,13.0,
2024-11-19 17:00:00,TPHCM,Phú Nhuận,276.0,144.0,39.0,4.0,20.0,28.0,97.0,276,32.6,1006.8,24.6,0.0,140.0,10.8,PM2.5
2024-11-19 18:00:00,TPHCM,Bình Tân,110.0,171.0,73.0,11.0,21.0,57.0,62.0,171,33.0,1006.0,24.0,0.2,190.0,14.8,PM10
2024-11-19 19:00:00,TPHCM,Q8,307.0,168.2,72.75,11.0,45.0,42.0,106.0,307,32.0,1007.0,24.0,0.6,170.0,13.0,PM2.5
2024-11-19 20:00:00,TPHCM,Q5,302.3333333333333,165.4,72.5,11.0,32.0,26.0,40.0,189,30.2,1008.5,24.6,0.0,140.0,10.8,
2024-11-19 21:00:00,TPHCM,Q2,297.6666666666667,162.6,72.25,11.0,19.0,104.0,41.0,189,31.0,1009.0,24.0,0.4,120.0,14.8,
2024-11-19 22:00:00,TPHCM,Q4,293.0,159.8,72.0,11.0,6.0,17.0,54.0,293,30.0,1010.0,24.0,0.2,140.0,13.0,PM2.5
2024-11-19 23:00:00,TPHCM,Bình Thạnh,298.0,157.0,75.0,11.0,17.0,53.0,21.0,298,29.1,1010.7,24.5,0.0,140.0,10.8,PM2.5
2024-11-20 00:00:00,TPHCM,Q6,301.0,152.0,8.0,5.0,8.0,26.0,48.0,301,29.0,1011.0,24.0,0.1,110.0,18.4,PM2.5
2024-11-20 01:00:00,TPHCM,Q5,134.0,126.0,50.0,18.0,5.0,41.0,16.0,134,29.0,1010.0,25.0,0.1,120.0,16.6,PM2.5
2024-11-20 02:00:00,TPHCM,Q6,251.0,156.0,40.0,23.0,51.0,22.0,28.0,251,28.6,1009.7,24.0,0.0,110.0,7.2,PM2.5
2024-11-20 03:00:00,TPHCM,Q2,243.0,139.0,24.0,3.0,32.0,20.0,55.0,243,29.0,1008.0,23.0,0.5,130.0,11.2,PM2.5
2024-11-20 04:00:00,TPHCM,Q7,224.0,149.0,25.0,17.0,13.0,60.0,56.0,224,29.0,1008.0,23.0,0.4,110.0,16.6,PM2.5
2024-11-20 05:00:00,TPHCM,Q5,235.0,138.5,16.0,13.5,10.5,46.0,12.0,189,28.2,1008.8,24.3,0.0,130.0,0.0,
2024-11-20 06:00:00,TPHCM,Q8,246.0,128.0,7.0,10.0,8.0,46.0,12.0,246,29.0,1009.0,23.0,0.0,130.0,11.2,PM2.5
2024-11-20 07:00:00,TPHCM,Q1,108.0,129.0,28.0,7.75,19.0,5.0,42.0,108,29.0,1008.0,23.0,0.0,120.0,11.2,PM2.5
2024-11-20 08:00:00,TPHCM,Q4,190.5,130.0,18.0,5.5,14.5,26.0,84.0,189,29.7,1009.9,25.8,0.0,160.0,7.2,
2024-11-20 09:00:00,TPHCM,Q5,273.0,131.0,8.0,3.25,10.0,35.0,39.0,273,31.0,1010.0,24.0,0.0,100.0,18.4,PM2.5
2024-11-20 10:00:00,TPHCM,Q10,112.0,132.0,3.0,1.0,50.0,48.0,44.0,132,33.0,1010.0,22.0,0.1,90.0,18.4,PM10
2024-11-20 11:00:00,TPHCM,Q3,94.0,230.0,50.0,6.0,20.0,124.0,7.0,230,32.7,1010.2,23.3,0.0,90.0,10.8,PM10
2024-11-20 12:00:00,TPHCM,Tân Bình,268.0,156.0,39.0,8.0,17.0,24.0,42.0,268,34.0,1009.0,23.0,0.1,100.0,13.0,PM2.5
